UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,clean_text
922,45874,United States,12-03-2020,I went to cvs couldnt find any water at all so I went to gelsons and found very little water but guess what the prices for a gallon that usually runs .98cents is $3.99 now ? WTF #AMERICA SERIOUSLY!!!!! #greed #pricegouging #ShameOnYou #Covid_19 https://t.co/7z7TM6xMZ7,Extremely Negative,went cvs couldnt find water went gelsons found little water guess prices gallon usually runs 98cents 399 WTF SERIOUSLY
923,45875,United States,12-03-2020,"Every store upon hearing all #dearcorporate travel has been suspended due to #coronavirus for the next two weeks.
#partytime #Retail #retaillife https://t.co/g8hmg9JUPv",Negative,Every store upon hearing travel suspended due next two weeks
924,45876,"Arkansas, USA",12-03-2020,"So, where was all this persecuting price gougers during the bitcoin mining gouging of video card prices? ?? #gaming #bitcoinmining #Covid_19 #coronavirus",Negative,persecuting price gougers bitcoin mining gouging video card prices
925,45877,"Erie, CO",12-03-2020,So happy my supermarket has some toilet paper alternatives available today!! #tpgate #Covid_19 https://t.co/rzsXHXXTSR,Extremely Positive,happy supermarket toilet paper alternatives available today
926,45878,"Wisconsin, USA",12-03-2020,"What impact will #COVID2019 have on #consumerbehavior?

https://t.co/CXvYWaApeB",Neutral,impact
927,45879,,12-03-2020,"No need to stockpile toilet paper, it doesnt kill the Covid-19. Have Tylenol, Ibuprofen, Gatorade, juice, soup and food in stock... that will help if quarantined. https://t.co/LWjUSWvc1B #covid19Canada #CoronavirusPandemic",Extremely Negative,need stockpile toilet paper doesnt kill Covid19 Tylenol Ibuprofen Gatorade juice soup food stock help quarantined
928,45880,,12-03-2020,Sephora has free shipping online now until the end of March bc ppl are probably more comfortable shopping online instead of in stores due to COVID-19,Extremely Positive,Sephora free shipping online end March bc ppl probably comfortable shopping online instead stores due COVID19
929,45881,Liverpool,12-03-2020,"You've emptied the shelves of bog roll and pasta but left all the jars of sauces.. Tinned foods, frozen foods and every other non perishable in the supermarket?
#Covid_19 https://t.co/oN1ZFwjKgH",Negative,Youve emptied shelves bog roll pasta left jars sauces Tinned foods frozen foods every non perishable supermarket
930,45882,,12-03-2020,"Movie that remind me of the coronavirus part 1 Contagion, I am legend, World War Z, and 28 Days later. ? #Contagion #IamLegend #WorldWarZ #28DaysLater #CoronavirusPandemic #CoronaOutbreak #Coronavirus https://t.co/sWORm0acTA",Extremely Negative,Movie remind coronavirus part 1 Contagion legend World War Z 28 Days later
931,45883,"Cardiff, Wales",12-03-2020,So I reached out on my local Facebook group to try and help pop to the shops etc for people who are elderly or self isolating from #Coronavirus - many wont be online AND I would not make things worse by taking people contaminated shopping ? Anyone have any tips or guidance?,Extremely Positive,reached local Facebook group try help pop shops etc people elderly self isolating many wont online would make things worse taking people contaminated shopping Anyone tips guidance
932,45884,,12-03-2020,"@AHARMumbai Many hotels in Mumbai r usin diluted liquid soap, detergent powder etc as substitute 2 undiluted liquid soap. Is it 2 much 2 ask 4 good hygiene practices,as a consumer, in #COVID2019 in densely populated metro like Mumbai? Cost cutting at what",Positive,Many hotels Mumbai r usin diluted liquid soap detergent powder etc substitute 2 undiluted liquid soap 2 much 2 ask 4 good hygiene practicesas consumer densely populated metro like Mumbai Cost cutting
933,45885,"California, USA",12-03-2020,Yet we supermarket employees still have to go to work. Helloooo....?? What about US? #Covid_19,Neutral,Yet supermarket employees still go work Helloooo US
934,45886,"Ohio, USA",12-03-2020,"I just returned from the grocery store.  Shelves are half-empty, no toilet paper, no ground beef, no cleaning supplies and lines to the middle of the aisles with all registers open.  
This is going to get nuts. 
#Covid_19 #CoronaVirusUpdate #CoronavirusPandemic",Extremely Negative,returned grocery store Shelves halfempty toilet paper ground beef cleaning supplies lines middle aisles registers open going get nuts
935,45887,,12-03-2020,"#Covid_19   
In Turkey  , food prices increased by 100% :(  ...
virus outbreak unknown.  
no clear information is provided by the authorities",Positive,Turkey food prices increased 100 virus outbreak unknown clear information provided authorities
936,45888,marrakech,12-03-2020,"Dear #StockMarketCrash2020 did you know that in the real world the markets don't crash when there are no buyers? They just close  for a while to control the prices and avoid a disaster, Specially when it's anticipated #Covid_19 #CoronavirusPandemic #?????_?????? #lockdown",Extremely Negative,Dear know real world markets dont crash buyers close control prices avoid disaster Specially anticipated _
937,45889,,12-03-2020,Popped into the supermarket earlier......... should I be stock piling ?  I feel Im missing out.. #Covid_19 #peerpressure #CoronavirusOutbreak https://t.co/HZYmX58Oja,Negative,Popped supermarket earlier stock piling feel Im missing
938,45890,"South West, England",12-03-2020,"Watching @BorisJohnson talk about people staying at home with symptoms....I got served today by someone in a supermarket who did not stop coughing...people could hear it, his managers must have heard him?? People WONT stay at home unless forced too! People need money! #Covid_19",Negative,Watching talk people staying home symptomsI got served today someone supermarket stop coughingpeople could hear managers must heard People WONT stay home unless forced People need money
939,45891,"Bend, OR",12-03-2020,Im seriously so confused like should I stock up on food today? Are we going into lockdown? Someone plz explain #Covid_19,Negative,Im seriously confused like stock food today going lockdown Someone plz explain
940,45892,"Donegal, Ireland",12-03-2020,"All of Ireland on lockdown, all school/collage closed from today, everyone panic buying, all supermarket shelfs empty, &amp; im not one bit worried bout any of it #Covid_19 #CancelEverything ????",Negative,Ireland lockdown schoolcollage closed today everyone panic buying supermarket shelfs empty amp im one bit worried bout
941,45893,chi ?,12-03-2020,"THINGS TO TALK ABOUT BESIDES COVID-19:
-the weather
-drinking for St patties 
-ur online shopping problem
-the book ur reading
-fav song at the moment
-where i should get lunch",Positive,THINGS TALK BESIDES COVID19 weather drinking St patties ur online shopping problem book ur reading fav song moment get lunch
942,45894,NY,12-03-2020,"Hey everybody lower gas prices are like a tax cut! - the dumbest man on earth.

Chew on that, oh wait you cant its poison, greed, hate.

#Covid_19 #CoronavirusPandemic",Extremely Negative,Hey everybody lower gas prices like tax cut dumbest man earth Chew oh wait cant poison greed hate
943,45895,"Bristol, England",12-03-2020,#Covid_19 just think if the UK closed the schools how many kids would go with out food as the meal in school is the only one they get as family's can't afford food. Or school is the only escape from domestic abuse at home? While the virus is still slow in the UK lets not panic,Negative,think UK closed schools many kids would go food meal school one get familys cant afford food school escape domestic abuse home virus still slow UK lets panic
944,45896,One place roun a one part,12-03-2020,"Wholesale and supermarket owners in Jamaica rn:
#CoronaOutbreak #Covid_19 #Jamaica https://t.co/ZCVoABAP7j",Neutral,Wholesale supermarket owners Jamaica rn
945,45897,,12-03-2020,"Grocery store lines literally wrapping around a giant Superstore in Windsor, On, Canada this afternoon - @pandemicparty   #Covid_19 https://t.co/Pghd0Qfea3  https://t.co/Mgc66JbFck",Neutral,Grocery store lines literally wrapping around giant Superstore Windsor Canada afternoon
946,45898,"Wroc?aw, Polska",12-03-2020,"Is #Poland getting crazy and everyone thinks that @MorawieckiM will close every grocery store in coming days? I thought that the panic is a viral joke, yet I saw today its not. #Covid_19",Negative,getting crazy everyone thinks close every grocery store coming days thought panic viral joke yet saw today
947,45899,"Las Vegas, NV",12-03-2020,@Second_Son_da_G Lol Hoarding toilet paper like its food!? #Covid_19 is resetting some incomes for sure. Stock market hitting pockets &amp; balancing scales. Thing about living in poverty is you can't fall much further so this won't hurt so much it's the ,Extremely Positive,Lol Hoarding toilet paper like food resetting incomes sure Stock market hitting pockets amp balancing scales Thing living poverty cant fall much wont hurt much
948,45900,,12-03-2020,"Facts:
1.Stock Market plunged by 3000 points only yesterday.
2.A failed agreement between Saudi Arabia and Russia caused the global oil prices to plunge 30%.
3.Prices hit record low and a recession is predicted.  #CoronavirusPandemic  #Covid_19  #lockdown  #coronavirus  #Corona",Extremely Negative,Facts 1Stock Market plunged 3000 points yesterday 2A failed agreement Saudi Arabia Russia caused global oil prices plunge 30 3Prices hit record low recession predicted
